Datetime,Text,Keyword,Text_Processed,Language,Text_Translated
2020-12-15 07:59:36+00:00,"Bbrp waktu lalu bnyk yg menyebut revisi UU KPK adalah upaya pelemahan. Tapi nyatanya skrg, KPK melenggang tangkap satu per satu koruptor, bgtu pula dgn UU KUHP ada yg sebut sebagai perampasan hak manusia, dan sampai skrg gada kasus akibat korban UU tsb. Jadi skrg, siapa yg sesat?",revisi KUHP,beberapa banyak yang revisi undang undang komisi pemberantasan korupsi upaya lemah nyata sekarang komisi pemberantasan korupsi lenggang tangkap koruptor begitu dengan undang undang kuhp yang rampas hak manusia sekarang tidak ada akibat korban undang undang tersebut sekarang yang sesat,id,"Many people have revised the law on the Corruption Eradication Commission. The efforts are clearly weak. Now the Corruption Eradication Commission is free from arresting corruptors. The Criminal Code law, which robs people of human rights, is now non-existent as a result of the victims of this law being misguided."
2020-12-13 15:46:44+00:00,Yasonna Laoly Sebut Revisi KUHP dan UU Narkotika Jadi Upaya Pemerintah Perluas Akses Publik terhadap Keadilan https://t.co/Sk8QQrYVOO,revisi KUHP,yasonna laoly revisi kuhp undang undang narkotika upaya perintah luas akses publik hadap adil,id,Yasonna Laoly revises the Criminal Code on Narcotics Laws in an effort to order broad public access to be fair
2020-12-13 15:30:57+00:00,"Miris, ada yg ditahan karna melanggar pasal 160/216 KUHP demi menutupi tersangka2 pasal 604 revisi KUHP yg sampai sekarang belum ada kabar beritanya lagi.",revisi KUHP,miris yang tahan karena langgar pasal 160 216 kuhp tutup tersangka2 pasal 604 revisi kuhp yang kabar berita,id,It's sad that those arrested for violating articles 160 216 of the Criminal Code closed the suspects of Article 604 of the revised Criminal Code which was in the news
2020-12-09 07:52:18+00:00,@maoloodee Tinggal ditambahkan pada revisi KUHP kan? Tentu persetujuan DPR,revisi KUHP,tinggal revisi kuhp tuju dewan perwakilan rakyat,id,Just revise the Criminal Code for the People's Representative Council
2020-12-09 01:25:49+00:00,"PASTI #SahabatPengayoman @bhp_semarang Rabu 9 Desember 2020

Yasonna Laoly Sebut Revisi KUHP dan UU Narkotika Jadi Upaya Pemerintah Perluas Akses Publik terhadap Keadilan
https://t.co/soAMRirODM

#KumhamPasti #HariHAM2020 #Kumham25",revisi KUHP,rabu 9 desember 2020 yasonna laoly revisi kuhp undang undang narkotika upaya perintah luas akses publik hadap adil,id,Wednesday 9 December 2020 Yasonna Laoly Revises the Criminal Code on Narcotics Laws Efforts to Order Broad Access to the Public in a Fair Face
2020-12-08 23:51:53+00:00,Revisi KUHP dan UU Narkotika Perluas Keadilan Publik  https://t.co/iTJsPaHKW2,revisi KUHP,revisi kuhp undang undang narkotika luas adil publik,id,"revision of the narcotics law, broad public justice"
2020-12-08 13:00:02+00:00,"Revisi KUHP dan UU Narkotika Jadi Upaya Pemerintah Perluas Akses Publik
#Nasional #bukanberitabiasa 

https://t.co/maPvaJBDAy",revisi KUHP,revisi kuhp undang undang narkotika upaya perintah luas akses publik,id,"revision of the narcotics law, an effort to order broad public access"
2020-12-08 12:34:29+00:00,Menkum HAM Klaim Revisi UU KUHP &amp; Narkotika Memperluas Akses Terhadap Keadilan https://t.co/XM9Fygjk3Q,revisi KUHP,menkum ham klaim revisi undang undang kuhp amp narkotika luas akses hadap adil,id,The Minister of Law and Human Rights claims that the revision of the Criminal Code and Narcotics Law will provide broad access to fair face
2020-12-08 12:06:49+00:00,"era di BaBe: 
Babak Baru Revisi KUHP, Pemerintah Kembali 'Gaungkan' Hukuman Kerja Sosial 
Klik untuk baca artikel: 
https://t.co/VjRXwjkqOl https://t.co/paMkCQsFjw",revisi KUHP,era babe babak revisi kuhp perintah gaung hukum kerja sosial klik baca artikel,id,"Babe era revision round of the Criminal Code order echoes social work law, click read article"
2020-12-08 09:15:03+00:00,Yasonna sebut revisi KUHP dan UU Narkotika perluas keadilan publik https://t.co/OqgHUZRYCn,revisi KUHP,yasonna revisi kuhp undang undang narkotika luas adil publik,id,"Yasonna revised the Criminal Code, broad narcotics law, fair to the public"
2020-12-08 08:16:34+00:00,"PASTI #SahabatPengayoman Selasa 8 Desember 2020

Yasonna Laoly Sebut Revisi KUHP dan UU Narkotika Jadi Upaya Pemerintah Perluas Akses Publik terhadap Keadilan 
https://t.co/aqHAuVxtfL

#KumhamPasti",revisi KUHP,selasa 8 desember 2020 yasonna laoly revisi kuhp undang undang narkotika upaya perintah luas akses publik hadap adil,id,"Tuesday 8 December 2020 Yasonna Laoly Revises the Criminal Code on Narcotics Laws, Efforts to Order Broad Public Access in a Fair Face"
2020-12-08 06:37:02+00:00,"Menkum HAM Klaim Revisi UU KUHP &amp; Narkotika Memperluas Akses Terhadap Keadilan: ""Upaya itu antara lain dengan revisi KUHP yang mengedepankan prinsip restorative justice dengan memperkenalkan sistem pidana alternatif berupa hukuman kerja sosial danâ¦ https://t.co/7ZrkS5oELn",revisi KUHP,menkum ham klaim revisi undang undang kuhp amp narkotika luas akses hadap adil upaya revisi kuhp prinsip restorative justice kenal sistem pidana alternatif rupa hukum kerja sosial,id,"Minister of Law and Human Rights claims revision of the Criminal Code & Narcotics Law, broad access to fair face, efforts to revise the Criminal Code, principles of restorative justice, familiar with alternative criminal systems, social work law"
2020-12-06 02:01:15+00:00,"@adeknyatehyoona @cookiesss78 @arebiareya @Siskameilind Yap ini denda di KUHP lama. makanya pemerintah mau revisi besaran denda2 kriminal dg KUHP baru , tapi kadung ditolak pake demo dimana2 itu. Trus kudu piye jal ðð",revisi KUHP,iya denda kuhp perintah revisi denda2 kriminal dengan kuhp kadung tolak pakai demo dimana mana terus harus bagaimana jal,id,"Yes, the Criminal Code fines order to revise criminal fines with the Criminal Code. Kadung refuses to use demonstrations everywhere and then what to do"
2020-12-02 01:18:34+00:00,"Revisi KUHP Mengundang Kontroversi

Oleh : Irayanti
Pemerhati Sosial Politik

 #SatukanLangkahUmatDlm212.â. nobar kuy  : https://t.co/K989m7Ctd3 #DqFBH https://t.co/ag1rm1zS58",revisi KUHP,revisi kuhp undang kontroversi irayanti perhati sosial politik menonton bareng ayo,id,"revision of the criminal code invites irayanti controversy, pay attention to social politics, let's watch together"
2020-11-27 04:42:50+00:00,"Revisi undang-undang KPK, KUHP dan pemasyarakatan, serentak bersamaan untuk mengebiri pemberantasan 

Banyak prosedur baru yang bikin KPK tak bisa garang. Para koruptor jelas berjoget-joget dengan riang",revisi KUHP,revisi undang undang komisi pemberantasan korupsi kuhp masyarakat serentak kebiri berantas prosedur bikin komisi pemberantasan korupsi garang koruptor joget joget riang,id,"revision of the law on the Corruption Eradication Commission, the Criminal Code of the Community, and simultaneously castrate the eradication of the procedures for creating a Corruption Eradication Commission to make corruptors fiercely dance."
2020-11-26 02:24:55+00:00,"@ZOO_FESS Sebutin aja Revisi KUHP Pasal 278-279 tentang Gangguan terhadap Tanah, Benih, Tanaman dan Pekarangan.
Lumayan bisa dapet 10jt tiap satu ayam masuk pekarangan.",revisi KUHP,sebutkan saja revisi kuhp pasal 278 279 ganggu hadap tanah benih tanam karang lumayan dapat sepuluh juta ayam masuk karang,id,"just mention the revision of the Criminal Code articles 278 279 disturbing the land, planting coral seeds, it's good to get ten million chickens in the coral"
2020-11-24 05:06:13+00:00,"Pemerintah tak memasukan Rancangan KUHP, Revisi UU 12 Tahun 1995 tentang Pemasyarakatan dalam daftar Program Legislasi Nasional  Prioritas 2021. 
https://t.co/KyxlqDs5jr",revisi KUHP,perintah pasukan rancang kuhp revisi undang undang 12 1995 masyarakat daftar program legislasi nasional prioritas 2021,id,order of troops to draft criminal code revision of law 12 1995 society list of priority national legislation programs 2021
2020-11-17 03:38:38+00:00,"@aewin86 Pasal pencemaran nama baik sdh ada di KUHP. Ini parsial dgn UU ITE. UU ITE byk muatan pasal karet,makanya sbgian masyarakat usul komisi 3 DPR utk revisi UU ITE.",revisi KUHP,pasal cemar nama sudah kuhp parsial dengan undang undang informasi transaksi elektronik undang undang informasi transaksi elektronik banyak muat pasal karet sbgian masyarakat usul komisi 3 dewan perwakilan rakyat untuk revisi undang undang informasi transaksi elektronik,id,"The article on defamation is part of the Criminal Code in part with the electronic transaction information law. The electronic transaction information law contains many rubber articles for the community, a proposal from Commission 3 of the People's Representative Council to revise the electronic transaction information law."
2020-11-12 22:20:28+00:00,"Revisi KUHP Mengundang Kontroversi

Oleh : Irayanti
Pemerhati Sosial Politik

 #OligarkiLahirkanOmnibuslaw lâ¨ #OmnibuslawTidakProRakyat .ð´âï¸ð³ï¸. #1nJKm https://t.co/Hz2Hx1fSSo",revisi KUHP,revisi kuhp undang kontroversi irayanti perhati sosial politik l,id,revision of the criminal code invites controversy irayanti pays attention to social politics l
2020-11-12 08:14:44+00:00,"Siap ini, revisi KUHP buat masukin pasal potong tgn sm dilecut.

Tp ngomong2 MUI sdh berani keluarkan fatwa korupsi haram blm ya?",revisi KUHP,revisi kuhp memasukkan pasal potong tangan sama lecut tetapi ngomong ngomong majelis ulama indonesia sudah berani fatwa korupsi haram belum ya,id,"The revision of the Criminal Code includes articles about cutting off hands and whipping, but by the way, the Indonesian Ulema Council has dared to fatwa that corruption is haram, right?"
2020-11-04 02:34:59+00:00,"UU ITE yg dibuat SBY th 2008 tsb sudah pernah di Revisi th 2016. Menurunkan ancaman pidana dlm pasal 27 &amp; 29, dan Memperjelas pengertian penghinaan sesuai KUHP.
Kenapa sekarang baru Sewot?",revisi KUHP,undang undang informasi transaksi elektronik yang susilo bambang yudhoyono tahun 2008 tersebut revisi tahun 2016 turun ancam pidana dalam pasal 27 amp 29 mengerti hina sesuai kuhp sewot,id,"Susilo Bambang Yudhoyono's electronic transaction information law in 2008 was revised in 2016, lowering the criminal threat in Articles 27 & 29, according to the Sewot Criminal Code."
2020-11-04 01:39:43+00:00,Bnyk orang tdk tahu &amp; tdk baca bhw revisi UU ITE th 2016 itu menurunkan sanksi pidana ITE di pasal 27 ayat 3 &amp; pasal 29. Awalnya maksimal 6 th jadi 4 th. Yg dulunya 12 th jadi 4 th. Pengertian penghinaanpun dipersempit dan diperjelas hanya mengacu KUHP psl 310 &amp; 311.,revisi KUHP,banyak orang tidak amp tidak baca bahwa revisi undang undang informasi transaksi elektronik tahun 2016 turun sanksi pidana informasi transaksi elektronik pasal 27 ayat 3 amp pasal 29 maksimal 6 tahun 4 tahun yang dulunya 12 tahun 4 tahun mengerti hina sempit acu kuhp pasal 310 amp 311,id,"Many people don't read that the 2016 revision of the electronic transaction information law lowers criminal sanctions for electronic transaction information, article 27 paragraph 3, article 29, to a maximum of 6 years and 4 years, which used to be 12 years, 4 years, understand the narrow meaning of the Criminal Code, article 310 and 311"
2020-11-02 06:12:38+00:00,"Revisi KUHP Mengundang Kontroversi

Oleh : Irayanti
Pemerhati Sosial Politik

 #IslamSolusiMasalahNegeri âï¸âï¸. #wAXrP https://t.co/VFCg8jfiYf",revisi KUHP,revisi kuhp undang kontroversi irayanti perhati sosial politik,id,revision of the criminal code invites social and political attention to controversy
2020-11-02 05:13:44+00:00,@Dimasruhen @detikcom Jadi teringat demo RUU KUHP &amp; revisi KPK ð,revisi KUHP,demo rancangan undang undang kuhp amp revisi komisi pemberantasan korupsi,id,demo of the draft criminal code law & revision of the corruption eradication commission
2020-10-27 07:54:49+00:00,"Tanggapan dari Darwin: ""Saya melihat faktor pergauln bebas terhadap pernikahan anak faktanya banyaknya permohonan Dispensasi Kawin karena hamil, perlu revisi KUHP""",revisi KUHP,tanggap darwin lihat faktor pergauln bebas hadap nikah anak fakta mohon dispensasi kawin hamil revisi kuhp,id,"Darwin's response looks at the factors of promiscuity facing child marriage, facts, request dispensation for marriage, pregnancy, revision of the Criminal Code"
2020-10-26 04:10:23+00:00,"Indonesia boro2 revisi UUD, revisi UU KPK, KUHP, Minerba karo Ciptaker we malah soyo nggawe sengsoro https://t.co/GN77urM08s",revisi KUHP,indonesia boro boro revisi undang undang dasar revisi undang undang komisi pemberantasan korupsi kuhp minerba sama ciptaker we soyo nggawe sengsoro,id,Indonesia Boro Boro Revision of the Constitution Revision of the Corruption Eradication Commission Law Mining Code Same Ciptaker We Soyo Gawe Sengsoro
2020-10-25 08:08:00+00:00,"Revisi KUHP Mengundang Kontroversi

Oleh : Irayanti
Pemerhati Sosial Politik

 #CintaNabiBuktiKeimanan .ð¯. Follow : https://t.co/wx06x7fA06 #gfL55 https://t.co/kDdhOO6teG",revisi KUHP,revisi kuhp undang kontroversi irayanti perhati sosial politik follow,id,revision of the criminal code invites controversy irayanti pay attention to social politics follow
2020-10-22 06:19:15+00:00,"Kalau bisa berpikir dengan ""legal=benar"" gak bakal ada itu namanya demo RUU KUHP, UU Cipta Kerja, revisi UU KPK. Haduh.",revisi KUHP,pikir legal tidak nama demo rancangan undang undang kuhp undang undang cipta kerja revisi undang undang komisi pemberantasan korupsi aduh,id,"think it's legal or not, the name of the demo of the draft law on the Criminal Code, the work copyright law, the revision of the law on the Corruption Eradication Commission, ouch"
2020-10-20 11:59:03+00:00,"Eh coba deh, kitak pantau mereka2 yg nolak kebijakan pemerintah, ya orangnya itu2 aja.... coba liat mulai dari: revisi UU KPK, UU Omnibus Law, Perppu Corona, revisi KUHP, sampe demo penolakan pelantikan presiden pun orangnya yaa itu2 aja, gaperlu di mention lah orangnya...wkwkwk",revisi KUHP,eh coba deh kitak pantau mereka mereka yang menolak bijak perintah ya orang itu itu saja coba lihat revisi undang undang komisi pemberantasan korupsi undang undang omnibus law peraturan pemerintah pengganti undang undang corona revisi kuhp sampai demo tolak lantik presiden orang ya itu itu saja gaperlu mention orang wkwk,id,"eh, let's try to monitor those who wisely refuse orders, yes, that's the same person, just try looking at the revision of the law on the Corruption Eradication Commission, the omnibus law, the government regulation in lieu of the corona law, the revision of the Criminal Code, even the demonstration against the inauguration of the president, yes, that's all, no need to mention people hahaha"
2020-10-19 14:53:48+00:00,"@KeeNand__ Latest demonstration itu benerÂ² masif ngga yg turun ke lapangan? Dalam artian kelas menengah n ke atas juga ikutan ngga? Di sini kan yg udahÂ² macem revisi kpk, kuhp, dsb soalnya ngga terlalu masif dan ngga terlalu diverse yg turun ke lapangan. Ujungnya ga dianggep.",revisi KUHP,latest demonstration benar masif tidak yang turun lapang arti kelas dan tidak yang sudah macam revisi komisi pemberantasan korupsi kuhp dan sebagainya tidak masif tidak diverse yang turun lapang ujung tidak dianggep,id,"latest demonstration is truly massive, not a broad one, meaning class and not one that has been revised by the Corruption Eradication Commission, Criminal Code and so on, not massive, not diverse, but not widely accepted, but not considered"
2020-10-18 21:05:53+00:00,@fajaranugerah Tiba2 besok dia revisi KUHP,revisi KUHP,tiba tiba besok revisi kuhp,id,suddenly tomorrow the revision of the criminal code
2020-10-16 04:24:38+00:00,Sebentar lagi penjara swasta muncul pak ð tenang aja. Udah diancang2 sejak revisi kuhp tahun 2018.,revisi KUHP,sebentar penjara swasta muncul tenang saja sudah diancang2 revisi kuhp 2018,id,"For a moment, private prisons will appear, don't worry, revisions to the 2018 Criminal Code are already being planned"
2020-10-09 15:15:49+00:00,"@askrlfess @gojek24jam Beda nya demo 8 OCT 2020 RUU CIPTA KERJA dgn 23 SEP 2019 RUU KUHP !! demo yg sekarang cukup di bilang ramai oleh masyakarat sipil pada malam hari nya, pada siangnya mahasiswa/buruh yg benar"" orasi pada tujuan nya apa yg harus di revisi RUU CK ini!!",revisi KUHP,beda nya demo 8 oct 2020 rancangan undang undang cipta kerja dengan 23 sep 2019 rancangan undang undang kuhp demo yang bilang ramai masyakarat sipil malam nya siang mahasiswa buruh yang orasi tuju nya yang revisi rancangan undang undang ck,id,"The difference between the demonstration on 8 October 2020, the draft law on job creation, and the 23 September 2019, the draft law on the Criminal Code, the demonstration which said that civil society was busy at night, during the day, students, workers, whose speech was aimed at revising the draft law, CK"
2020-10-09 09:47:11+00:00,"@ismailfahmi -c perbaikan. Kalo sama2 aja yauda pake aja yg lama. Misal, untuk hak perempuan, standar kita harusnya revisi UUK mengatur hak atas ruang menyusui. Atau RUU KUHP maka pasal yg tidak relevan ga boleh dipertahankan. Kita harus menaikan ekspektasi terhadap UU yg mengikat kita semua.",revisi KUHP,c kalau sama sama saja ya sudah pakai saja yang hak perempuan standar revisi uuk atur hak ruang susu rancangan undang undang kuhp pasal yang relevan tidak tahan ekspektasi hadap undang undang yang ikat,id,"c if it's the same, it's the same, just use the women's rights, the revised standard to regulate milk room rights, the relevant articles of the Criminal Code draft law do not withstand expectations in the face of binding laws"
2020-10-09 08:09:59+00:00,"Cukup cinta aq yg di revisi 
KUHP jangan ð

#senyap membisu",revisi KUHP,cinta aku yang revisi kuhp bisu,id,I love the silent revision of the Criminal Code
2020-10-09 07:46:53+00:00,"september 2019 demo besar karena penolakan revisi KUHP
oktober 2020 demo besar karena penolakan Omnibus law
perwakilan rakyat yang sangat mewakili jiwa barbar bangsa https://t.co/ZsSdnrAGK3",revisi KUHP,september 2019 demo tolak revisi kuhp oktober 2020 demo tolak omnibus law wakil rakyat wakil jiwa barbar bangsa,id,September 2019 demonstration against the revision of the criminal code October 2020 demonstration against the omnibus law representatives of the people representatives of the nation's barbaric soul
2020-10-09 05:15:42+00:00,"Zaman sosmed gini makin kliatan yg punya opini2 ""smart"",tajem otaknya tumpul nurani nya #OmnibusLaw salah satunya,, revisi uu kpk, revisi kuhp dll. Tunggu bntr lg uu 45 direvisi jg",revisi KUHP,zaman media sosial begini kelihatan yang opini2 pintar tajam otak tumpul nurani nya salah revisi undang undang komisi pemberantasan korupsi revisi kuhp dan lain lain tunggu sebentar lagi undang undang 45 revisi juga,id,"In this era of social media, it seems that those with smart opinions, sharp brains, dull consciences, are wrong, revise the law on the Corruption Eradication Commission, revise the Criminal Code and so on, wait a little longer, 45 revisions of the law too."
2020-10-08 15:05:53+00:00,"Ga menormalisasi pengrusakan fasum juga. Tapi masa kaget sih, dari aksi revisi RUU KPK, KUHP, aksi RUU PKS, coba lihat pejabat ini, mereka belajar ga dari itu?

Kalo di lapangan tetiba ada gerakan reaktif dari massa, paling make sense, itu udah akumulasi dari kekecewaan yg dulu2.",revisi KUHP,tidak normalisasi pengrusakan fasum kaget sih aksi revisi rancangan undang undang komisi pemberantasan korupsi kuhp aksi rancangan undang undang partai keadilan sejahtera coba lihat jabat ajar tidak kalau lapang setibanya gerak reaktif massa make sense sudah akumulasi kecewa yang dulu dulu,id,"It's not normalizing the destruction of public goods. I'm surprised by the action to revise the draft law on the Corruption Eradication Commission, Criminal Code, the action on the draft law on the Prosperous Justice Party, try to look at the teaching position, or not if it's spacious when the mass's reactive movement makes sense, the disappointment has accumulated in the past."
2020-10-08 11:27:53+00:00,@gloryy_tam @MusafirRantau Yap. Demo waktu RUU KUHP DAN Revisi UU KPK tahun 2019.,revisi KUHP,iya demo rancangan undang undang kuhp revisi undang undang komisi pemberantasan korupsi 2019,id,"Yes, demonstration of the draft Criminal Code Law on the revision of the 2019 Corruption Eradication Commission Law"
2020-10-08 10:20:50+00:00,@askrlfess RUU KUHP dan REVISI UU KPK,revisi KUHP,rancangan undang undang kuhp revisi undang undang komisi pemberantasan korupsi,id,draft criminal code law revising the law on the corruption eradication commission
2020-10-08 10:03:23+00:00,"Ngomong-ngomong apa kabarnya UU Revisi KUHP yang sudah berlaku by default, kayak konon akan terus dikawal. Kok sepi?",revisi KUHP,berbicara berbicara kabar undang undang revisi kuhp laku by default kayak konon kawal sepi,id,"Talking about talking about the law on the revision of the Criminal Code is sold by default, as if it were said to be a quiet guard"
2020-10-08 09:32:31+00:00,"Sadar gak sih kalau ini gak ngaruh ke pengesahan UU-nya?
Lah, Gubernur Jawa Tengah aja pernah ttd tolak pengesahan RUU KUHP sama revisi UU KPK kok.
Lah, mereka tolak juga gak berguna. Wk.

Apa gunanya? Cuma biar gak bentrok aja.

https://t.co/KmGkCbwMPp",revisi KUHP,sadar tidak sih tidak berpengaruh sah undang undang nya gubernur jawa saja tertanda tolak sah rancangan undang undang kuhp revisi undang undang komisi pemberantasan korupsi tolak tidak wkwk biar tidak bentrok saja,id,"Are you aware that it doesn't have any effect on whether the law is valid, the governor of Java just signed a valid rejection of the draft law on the Criminal Code, revision of the law on the Corruption Eradication Commission, reject it, no hahaha, just so it doesn't clash"
2020-10-08 09:18:03+00:00,"@YRadianto Dulu, RUU KUHP &amp; Revisi UU KPK yg dipelitir sukses membuat orang2 berdemo.
Skrg RUU Cipta karya.
Meskipun ajakan âjangan termakan hoaxâ sdh sekian ribu kali dibagikan, demo tetap aja terjadi.
Kelak, demo2 krn pelintiran RUU pasti akan terjadi kembali. 
Ada yg salah..",revisi KUHP,rancangan undang undang kuhp amp revisi undang undang komisi pemberantasan korupsi yang dipelitir sukses orang orang demo sekarang rancangan undang undang cipta karya ajak makan hoaks sudah sekian ribu kali demo saja kelak demo demo karena pelintir rancangan undang undang yang salah,id,"draft law on the criminal code & revision of the law on the corruption eradication commission which has been twisted successfully, people are demonstrating now, the draft law on copyright, works of inviting people to eat, hoaxes has already been demonstrated thousands of times, but later there will be demonstrations because the draft law was twisted wrongly"
2020-10-07 16:17:19+00:00,@eveRYNYONG ruukhup maksud nya ? kalo aku sendiri justru dukung kalo kuhp kita di revisi karna uda pantas lah itu kan dulu punya belanda dan kejahatan itu motif nya berkembang bayangin dari tahun 1945 blm pernah direvisi sedangkan negara lain ada yg setiap 10 tahun 1x di revisi,revisi KUHP,ruukhup maksud nya kalau dukung kalau kuhp revisi karena sudah belanda jahat motif nya kembang bayangkan 1945 belum revisi negara yang 10 1x revisi,id,"ruukhup means if you support the revision of the Criminal Code because the Dutch are already evil, the motives are growing, imagine 1945 has not been revised, the country has had 10 1x revisions"
2020-10-07 11:25:21+00:00,"Udah banyak narasi pro RUU Cipta Kerja ya? Dan tentu aja diangkat oleh para BuzzeRp, kan memang itu kerjaan mereka.
Apa sih yg ga kalian bilang bagus, semua bagus kalo kata BuzzeRp.
Revisi UU KPK dibilang bagus, meskipun pada prakteknya tidak.
RUU KUHP juga dibilang bagus
...",revisi KUHP,sudah narasi pro rancangan undang undang cipta kerja ya saja angkat buzzerp kerja sih yang tidak bilang bagus bagus kalau buzzerp revisi undang undang komisi pemberantasan korupsi bilang bagus praktik rancangan undang undang kuhp bilang bagus,id,"already the narrative is pro the work copyright law draft, yes, just raise the work buzzerp, those who don't say it are good, it's good, if the buzzerp, the revision of the law, the corruption eradication commission says it is good, the practice of the draft Criminal Code law says it is good"
2020-10-07 09:26:00+00:00,Hoax lagi mengenai omnibus law..salah satunya ini..padahal ini demo mahasiswa waktu menolak pengesahan RUU KUHP dan Revisi UU KPK 24/09/2019 https://t.co/TbbJ2CMtEb,revisi KUHP,hoaks kena omnibus law salah demo mahasiswa tolak sah rancangan undang undang kuhp revisi undang undang komisi pemberantasan korupsi 24 09 2019,id,hoax hit by omnibus law wrongly student demonstration rejects validity of draft criminal code law revision of corruption eradication commission law 09 24 2019
2020-10-07 05:58:20+00:00,"bisa dibilang setahun lalu mahasiswa juga pada demo karena menolak RUU KUHP dan revisi UU KPK.
kok bisa-bisanya DPR ngasih agenda taunan macam gini yahð
oh mungkin ini wujud pelatihan yang diberikan DPR untuk mahasiswa, biar gak gabut di rumah dan gak jadi mahasiswa kupu2",revisi KUHP,bilang mahasiswa demo tolak rancangan undang undang kuhp revisi undang undang komisi pemberantasan korupsi dewan perwakilan rakyat memberi agenda tahun begini ya oh wujud latih dewan perwakilan rakyat mahasiswa biar tidak kurang kerjaan rumah tidak mahasiswa kupu2,id,"said the students were demonstrating against the draft law on the Criminal Code revising the law on the Corruption Eradication Commission, the People's Representative Council gave an agenda for this year, oh, it's a form of training for the Student People's Representative Council so that students don't have too little homework."
2020-10-06 23:07:25+00:00,Apakah akan sepecah demo RUU KUHP? Apakah bakalan dicancel dengan embel embel revisi?,revisi KUHP,pecah demo rancangan undang undang kuhp dicancel embel embel revisi,id,Demonstrations broke out as the draft Criminal Code law was canceled due to additional revisions
2020-10-06 16:37:16+00:00,"Dianggap Instan dan nyeleneh, mimpi punya KUHP yang ada logo ''bangga produk indonesia"" masih belum dapat direalisasikan. desakan rakyat menjadi alasan DPR saat itu.

Beda halnya sama Revisi UU KPK, Pemerintah, DPR Tutup telinga. hal yang sama mungkin terjadi utk Cipta kerja.",revisi KUHP,anggap instan nyeleneh mimpi kuhp logo bangga produk indonesia realisasi desak rakyat alas dewan perwakilan rakyat beda revisi undang undang komisi pemberantasan korupsi perintah dewan perwakilan rakyat tutup telinga untuk cipta kerja,id,"Instantly consider it strange, dream of the Criminal Code, proud Indonesian product logo, realization of the people's pressure, the People's Representative Council is different from the revision of the law, the Corruption Eradication Commission orders the People's Representative Council to close its ears to job creation"
2020-10-06 15:33:46+00:00,"Demonstrasi tersebut terkait aksi penyampaian pendapat ttg revisi KUHP.
Kabid Humas Polda Metro Jaya, Kombes. Pol. Drs. Yusri Yunus mengatakan bahwa video tersebut TIDAK BENAR / HOAX, 
âIni kejadian lama bukan hari ini, hari ini di depan Gedung DPR RI. https://t.co/lGNHn9Pl9S",revisi KUHP,demonstrasi kait aksi tentang revisi kuhp kabid humas kepolisian daerah metro jaya kombes pol doktorandes yusri yunus video hoaks gedung dewan perwakilan rakyat ri,id,"demonstration related to action regarding the revision of the Criminal Code, Head of Public Relations, Metro Jaya Regional Police, Police Commissioner, Doctorandes, Yusri Yunus, Hoax Video, RI People's Representative Council Building"
2020-10-06 13:44:14+00:00,"24 september 2019
Rakyat menolak RUU KUHP

6 oktober 2020
Rakyat menolak RUU CIPTA KERJA

DPR udah dua kali bikin RUU tapi di tolak mulu. wkwk

bayangin, kalian jadi mahasiswa bikin 2 kali revisi Skripsi, terus hasilnya di tolak terus sama dosen. 

ups.. bisa jadi itu karma",revisi KUHP,24 september 2019 rakyat tolak rancangan undang undang kuhp 6 oktober 2020 rakyat tolak rancangan undang undang cipta kerja dewan perwakilan rakyat sudah kali bikin rancangan undang undang tolak mulu wkwk bayangkan mahasiswa bikin 2 kali revisi skripsi hasil tolak dosen ups karma,id,"24 September 2019 the people reject the draft law on the Criminal Code 6 October 2020 the people reject the draft law on work copyright, the people's representative council has already made a draft law, rejecting it a long time ago, imagine students making 2 revisions to their thesis, the result of the lecturer's rejection, oops karma"
2020-10-06 12:45:10+00:00,"Omnibuslaw, RUU KUHP dan revisi UU KPK part 2. 

#OmnibusLawSampah
#najwashihab #mahasiswa #OmnibusLawTekanHakBuruh #OmnibusLawTekanHakBuruh",revisi KUHP,omnibuslaw rancangan undang undang kuhp revisi undang undang komisi pemberantasan korupsi part 2,id,omnibuslaw draft criminal code law revision of the corruption eradication commission law part 2
2020-10-06 11:12:23+00:00,"@wkwk_lmao Iya mau menggaris bawahi aja, selama ini yang disorot hanya ruu cipta kerja. Cuma ngingetin klo ombibus law ga cuma ttg ruu cipta kerja. Jangan sampai ikut demo tapi ga paham apa yang sedang diperjuangkan. Modelan kaya gini banyak di demo RUU KUHP / revisi UU KPK th laluðð",revisi KUHP,iya garis saja sorot rancangan undang undang cipta kerja mengingatkan kalau ombibus law tidak tentang rancangan undang undang cipta kerja demo tidak paham juang model kayak begini demo rancangan undang undang kuhp revisi undang undang komisi pemberantasan korupsi tahun,id,"yes, just a line, highlight the work copyright draft law, reminding us that the ombibus law is not about the work copyright law draft, demo, don't understand fighting for a model like this, demo, draft criminal code law, revision of the corruption eradication commission law, year"
2020-10-06 10:59:44+00:00,"@zaraskimi UU Korupsi udah ada, baru taun (sept 2019) kemaren di revisi. (RUU KPK?

Menuai kontroversi juga, bebarengan sama RUU KUHP.",revisi KUHP,undang undang korupsi sudah tahun september 2019 kemarin revisi rancangan undang undang komisi pemberantasan korupsi tuai kontroversi bebarengan rancangan undang undang kuhp,id,"In September 2019, the revision of the draft law on the Corruption Eradication Commission sparked controversy at the same time as the draft law on the Criminal Code."
